l2_pos_deg,voltage_V
15.0000,0.7764
16.0000,0.7348
17.0000,0.5705
18.0000,0.51
19.0000,0.48
20.0000,0.4494
21.0000,0.4185
22.0000,0.388
23.0000,0.3584
24.0000,0.3283
25.0000,0.2986
26.0000,0.2701
27.0000,0.2398
28.0000,0.2125
29.0000,0.1864
30.0000,0.1606
31.0000,0.1363
32.0000,0.1127
33.0000,0.0917
34.0000,0.0718
35.0000,0.053
36.0000,0.0368
37.0000,0.0234
38.0000,0.0111
39.0000,0.0018
40.0000,0.0
41.0000,0.0
42.0000,0.0
43.0000,0.0
44.0000,0.0
45.0000,0.0
46.0000,0.0
47.0000,0.003
48.0000,0.0132
49.0000,0.0253
50.0000,0.0401
51.0000,0.0557
52.0000,0.0736
53.0000,0.0934
54.0000,0.1144
55.0000,0.1376
56.0000,0.1618
57.0000,0.1858
58.0000,0.2096
59.0000,0.234
60.0000,0.2611
